LAMMPS data file for BaTiO3 core-shell model

5120 atoms
2560 bonds
6 atom types
3 bond types

0.0 32.0000 xlo xhi
0.0 32.0000 ylo yhi
0.0 32.0000 zlo zhi

Masses

1 137.33000  # Ba_core
2 0.00001  # Ba_shell
3 47.86700  # Ti_core
4 0.00001  # Ti_shell
5 15.99900  # O_core
6 0.00001  # O_shell

Atoms # full

1900 950 6 2.6667 10.010000 28.010000 22.010000
1901 951 1 2.0000 8.000000 28.000000 24.000000
1902 951 2 -2.0000 8.010000 28.010000 24.010000
1903 952 3 4.0000 10.000000 30.000000 26.000000
1904 952 4 -4.0000 10.010000 30.010000 26.010000
1905 953 5 -2.6667 10.000000 30.000000 24.000000
1906 953 6 2.6667 10.010000 30.010000 24.010000
1907 954 5 -2.6667 8.000000 30.000000 26.000000
1908 954 6 2.6667 8.010000 30.010000 26.010000
1909 955 5 -2.6667 10.000000 28.000000 26.000000
1910 955 6 2.6667 10.010000 28.010000 26.010000
1911 956 1 2.0000 8.000000 28.000000 28.000000
1912 956 2 -2.0000 8.010000 28.010000 28.010000
1913 957 3 4.0000 10.000000 30.000000 30.000000
1914 957 4 -4.0000 10.010000 30.010000 30.010000
1915 958 5 -2.6667 10.000000 30.000000 28.000000
1916 958 6 2.6667 10.010000 30.010000 28.010000
1917 959 5 -2.6667 8.000000 30.000000 30.000000
1918 959 6 2.6667 8.010000 30.010000 30.010000
1919 960 5 -2.6667 10.000000 28.000000 30.000000
1920 960 6 2.6667 10.010000 28.010000 30.010000
1921 961 1 2.0000 12.000000 0.000000 0.000000
1922 961 2 -2.0000 12.010000 0.010000 0.010000
1923 962 3 4.0000 14.000000 2.000000 2.000000
1924 962 4 -4.0000 14.010000 2.010000 2.010000
1925 963 5 -2.6667 14.000000 2.000000 0.000000
1926 963 6 2.6667 14.010000 2.010000 0.010000
1927 964 5 -2.6667 12.000000 2.000000 2.000000
1928 964 6 2.6667 12.010000 2.010000 2.010000
1929 965 5 -2.6667 14.000000 0.000000 2.000000
1930 965 6 2.6667 14.010000 0.010000 2.010000
1931 966 1 2.0000 12.000000 0.000000 4.000000
1932 966 2 -2.0000 12.010000 0.010000 4.010000
1933 967 3 4.0000 14.000000 2.000000 6.000000
1934 967 4 -4.0000 14.010000 2.010000 6.010000
1935 968 5 -2.6667 14.000000 2.000000 4.000000
1936 968 6 2.6667 14.010000 2.010000 4.010000
1937 969 5 -2.6667 12.000000 2.000000 6.000000
1938 969 6 2.6667 12.010000 2.010000 6.010000
1939 970 5 -2.6667 14.000000 0.000000 6.000000
1940 970 6 2.6667 14.010000 0.010000 6.010000
1941 971 1 2.0000 12.000000 0.000000 8.000000
1942 971 2 -2.0000 12.010000 0.010000 8.010000
1943 972 3 4.0000 14.000000 2.000000 10.000000
1944 972 4 -4.0000 14.010000 2.010000 10.010000
1945 973 5 -2.6667 14.000000 2.000000 8.000000
1946 973 6 2.6667 14.010000 2.010000 8.010000
1947 974 5 -2.6667 12.000000 2.000000 10.000000
1948 974 6 2.6667 12.010000 2.010000 10.010000
1949 975 5 -2.6667 14.000000 0.000000 10.000000
1950 975 6 2.6667 14.010000 0.010000 10.010000
1951 976 1 2.0000 12.000000 0.000000 12.000000
1952 976 2 -2.0000 12.010000 0.010000 12.010000
1953 977 3 4.0000 14.000000 2.000000 14.000000
1954 977 4 -4.0000 14.010000 2.010000 14.010000
1955 978 5 -2.6667 14.000000 2.000000 12.000000
1956 978 6 2.6667 14.010000 2.010000 12.010000
1957 979 5 -2.6667 12.000000 2.000000 14.000000
1958 979 6 2.6667 12.010000 2.010000 14.010000
1959 980 5 -2.6667 14.000000 0.000000 14.000000
1960 980 6 2.6667 14.010000 0.010000 14.010000
1961 981 1 2.0000 12.000000 0.000000 16.000000
1962 981 2 -2.0000 12.010000 0.010000 16.010000
1963 982 3 4.0000 14.000000 2.000000 18.000000
1964 982 4 -4.0000 14.010000 2.010000 18.010000
1965 983 5 -2.6667 14.000000 2.000000 16.000000
1966 983 6 2.6667 14.010000 2.010000 16.010000
1967 984 5 -2.6667 12.000000 2.000000 18.000000
1968 984 6 2.6667 12.010000 2.010000 18.010000
1969 985 5 -2.6667 14.000000 0.000000 18.000000
1970 985 6 2.6667 14.010000 0.010000 18.010000
1971 986 1 2.0000 12.000000 0.000000 20.000000
1972 986 2 -2.0000 12.010000 0.010000 20.010000
1973 987 3 4.0000 14.000000 2.000000 22.000000
1974 987 4 -4.0000 14.010000 2.010000 22.010000
1975 988 5 -2.6667 14.000000 2.000000 20.000000
1976 988 6 2.6667 14.010000 2.010000 20.010000
1977 989 5 -2.6667 12.000000 2.000000 22.000000
1978 989 6 2.6667 12.010000 2.010000 22.010000
1979 990 5 -2.6667 14.000000 0.000000 22.000000
1980 990 6 2.6667 14.010000 0.010000 22.010000
1981 991 1 2.0000 12.000000 0.000000 24.000000
1982 991 2 -2.0000 12.010000 0.010000 24.010000
1983 992 3 4.0000 14.000000 2.000000 26.000000
1984 992 4 -4.0000 14.010000 2.010000 26.010000
1985 993 5 -2.6667 14.000000 2.000000 24.000000
1986 993 6 2.6667 14.010000 2.010000 24.010000
1987 994 5 -2.6667 12.000000 2.000000 26.000000
1988 994 6 2.6667 12.010000 2.010000 26.010000
1989 995 5 -2.6667 14.000000 0.000000 26.000000
1990 995 6 2.6667 14.010000 0.010000 26.010000
1991 996 1 2.0000 12.000000 0.000000 28.000000
1992 996 2 -2.0000 12.010000 0.010000 28.010000
1993 997 3 4.0000 14.000000 2.000000 30.000000
1994 997 4 -4.0000 14.010000 2.010000 30.010000
1995 998 5 -2.6667 14.000000 2.000000 28.000000
1996 998 6 2.6667 14.010000 2.010000 28.010000
1997 999 5 -2.6667 12.000000 2.000000 30.000000
1998 999 6 2.6667 12.010000 2.010000 30.010000
1999 1000 5 -2.6667 14.000000 0.000000 30.000000
2000 1000 6 2.6667 14.010000 0.010000 30.010000
2001 1001 1 2.0000 12.000000 4.000000 0.000000
2002 1001 2 -2.0000 12.010000 4.010000 0.010000
2003 1002 3 4.0000 14.000000 6.000000 2.000000
2004 1002 4 -4.0000 14.010000 6.010000 2.010000
2005 1003 5 -2.6667 14.000000 6.000000 0.000000
2006 1003 6 2.6667 14.010000 6.010000 0.010000
2007 1004 5 -2.6667 12.000000 6.000000 2.000000
2008 1004 6 2.6667 12.010000 6.010000 2.010000
2009 1005 5 -2.6667 14.000000 4.000000 2.000000
2010 1005 6 2.6667 14.010000 4.010000 2.010000
2011 1006 1 2.0000 12.000000 4.000000 4.000000
2012 1006 2 -2.0000 12.010000 4.010000 4.010000
2013 1007 3 4.0000 14.000000 6.000000 6.000000
2014 1007 4 -4.0000 14.010000 6.010000 6.010000
2015 1008 5 -2.6667 14.000000 6.000000 4.000000
2016 1008 6 2.6667 14.010000 6.010000 4.010000
2017 1009 5 -2.6667 12.000000 6.000000 6.000000
2018 1009 6 2.6667 12.010000 6.010000 6.010000
2019 1010 5 -2.6667 14.000000 4.000000 6.000000
2020 1010 6 2.6667 14.010000 4.010000 6.010000
2021 1011 1 2.0000 12.000000 4.000000 8.000000
2022 1011 2 -2.0000 12.010000 4.010000 8.010000
2023 1012 3 4.0000 14.000000 6.000000 10.000000
2024 1012 4 -4.0000 14.010000 6.010000 10.010000
2025 1013 5 -2.6667 14.000000 6.000000 8.000000
2026 1013 6 2.6667 14.010000 6.010000 8.010000
2027 1014 5 -2.6667 12.000000 6.000000 10.000000
2028 1014 6 2.6667 12.010000 6.010000 10.010000
2029 1015 5 -2.6667 14.000000 4.000000 10.000000
2030 1015 6 2.6667 14.010000 4.010000 10.010000
2031 1016 1 2.0000 12.000000 4.000000 12.000000
2032 1016 2 -2.0000 12.010000 4.010000 12.010000
2033 1017 3 4.0000 14.000000 6.000000 14.000000
2034 1017 4 -4.0000 14.010000 6.010000 14.010000
2035 1018 5 -2.6667 14.000000 6.000000 12.000000
2036 1018 6 2.6667 14.010000 6.010000 12.010000
2037 1019 5 -2.6667 12.000000 6.000000 14.000000
2038 1019 6 2.6667 12.010000 6.010000 14.010000
2039 1020 5 -2.6667 14.000000 4.000000 14.000000
2040 1020 6 2.6667 14.010000 4.010000 14.010000
2041 1021 1 2.0000 12.000000 4.000000 16.000000
2042 1021 2 -2.0000 12.010000 4.010000 16.010000
2043 1022 3 4.0000 14.000000 6.000000 18.000000
2044 1022 4 -4.0000 14.010000 6.010000 18.010000
2045 1023 5 -2.6667 14.000000 6.000000 16.000000
2046 1023 6 2.6667 14.010000 6.010000 16.010000
2047 1024 5 -2.6667 12.000000 6.000000 18.000000
2048 1024 6 2.6667 12.010000 6.010000 18.010000
2049 1025 5 -2.6667 14.000000 4.000000 18.000000
2050 1025 6 2.6667 14.010000 4.010000 18.010000
2051 1026 1 2.0000 12.000000 4.000000 20.000000
2052 1026 2 -2.0000 12.010000 4.010000 20.010000
2053 1027 3 4.0000 14.000000 6.000000 22.000000
2054 1027 4 -4.0000 14.010000 6.010000 22.010000
2055 1028 5 -2.6667 14.000000 6.000000 20.000000
2056 1028 6 2.6667 14.010000 6.010000 20.010000
2057 1029 5 -2.6667 12.000000 6.000000 22.000000
2058 1029 6 2.6667 12.010000 6.010000 22.010000
2059 1030 5 -2.6667 14.000000 4.000000 22.000000
2060 1030 6 2.6667 14.010000 4.010000 22.010000
2061 1031 1 2.0000 12.000000 4.000000 24.000000
2062 1031 2 -2.0000 12.010000 4.010000 24.010000
2063 1032 3 4.0000 14.000000 6.000000 26.000000
2064 1032 4 -4.0000 14.010000 6.010000 26.010000
2065 1033 5 -2.6667 14.000000 6.000000 24.000000
2066 1033 6 2.6667 14.010000 6.010000 24.010000
2067 1034 5 -2.6667 12.000000 6.000000 26.000000
2068 1034 6 2.6667 12.010000 6.010000 26.010000
2069 1035 5 -2.6667 14.000000 4.000000 26.000000
2070 1035 6 2.6667 14.010000 4.010000 26.010000
2071 1036 1 2.0000 12.000000 4.000000 28.000000
2072 1036 2 -2.0000 12.010000 4.010000 28.010000
2073 1037 3 4.0000 14.000000 6.000000 30.000000
2074 1037 4 -4.0000 14.010000 6.010000 30.010000
2075 1038 5 -2.6667 14.000000 6.000000 28.000000
2076 1038 6 2.6667 14.010000 6.010000 28.010000
2077 1039 5 -2.6667 12.000000 6.000000 30.000000
2078 1039 6 2.6667 12.010000 6.010000 30.010000
2079 1040 5 -2.6667 14.000000 4.000000 30.000000
2080 1040 6 2.6667 14.010000 4.010000 30.010000
2081 1041 1 2.0000 12.000000 8.000000 0.000000
2082 1041 2 -2.0000 12.010000 8.010000 0.010000
2083 1042 3 4.0000 14.000000 10.000000 2.000000
2084 1042 4 -4.0000 14.010000 10.010000 2.010000
2085 1043 5 -2.6667 14.000000 10.000000 0.000000
2086 1043 6 2.6667 14.010000 10.010000 0.010000
2087 1044 5 -2.6667 12.000000 10.000000 2.000000
2088 1044 6 2.6667 12.010000 10.010000 2.010000
2089 1045 5 -2.6667 14.000000 8.000000 2.000000
2090 1045 6 2.6667 14.010000 8.010000 2.010000
2091 1046 1 2.0000 12.000000 8.000000 4.000000
2092 1046 2 -2.0000 12.010000 8.010000 4.010000
2093 1047 3 4.0000 14.000000 10.000000 6.000000
2094 1047 4 -4.0000 14.010000 10.010000 6.010000
2095 1048 5 -2.6667 14.000000 10.000000 4.000000
2096 1048 6 2.6667 14.010000 10.010000 4.010000
2097 1049 5 -2.6667 12.000000 10.000000 6.000000
2098 1049 6 2.6667 12.010000 10.010000 6.010000
2099 1050 5 -2.6667 14.000000 8.000000 6.000000
2100 1050 6 2.6667 14.010000 8.010000 6.010000
2101 1051 1 2.0000 12.000000 8.000000 8.000000
2102 1051 2 -2.0000 12.010000 8.010000 8.010000
2103 1052 3 4.0000 14.000000 10.000000 10.000000
2104 1052 4 -4.0000 14.010000 10.010000 10.010000
2105 1053 5 -2.6667 14.000000 10.000000 8.000000
2106 1053 6 2.6667 14.010000 10.010000 8.010000
2107 1054 5 -2.6667 12.000000 10.000000 10.000000
2108 1054 6 2.6667 12.010000 10.010000 10.010000
2109 1055 5 -2.6667 14.000000 8.000000 10.000000
2110 1055 6 2.6667 14.010000 8.010000 10.010000
2111 1056 1 2.0000 12.000000 8.000000 12.000000
2112 1056 2 -2.0000 12.010000 8.010000 12.010000
2113 1057 3 4.0000 14.000000 10.000000 14.000000
2114 1057 4 -4.0000 14.010000 10.010000 14.010000
2115 1058 5 -2.6667 14.000000 10.000000 12.000000
2116 1058 6 2.6667 14.010000 10.010000 12.010000
2117 1059 5 -2.6667 12.000000 10.000000 14.000000
2118 1059 6 2.6667 12.010000 10.010000 14.010000
2119 1060 5 -2.6667 14.000000 8.000000 14.000000
2120 1060 6 2.6667 14.010000 8.010000 14.010000
2121 1061 1 2.0000 12.000000 8.000000 16.000000
2122 1061 2 -2.0000 12.010000 8.010000 16.010000
2123 1062 3 4.0000 14.000000 10.000000 18.000000
2124 1062 4 -4.0000 14.010000 10.010000 18.010000
2125 1063 5 -2.6667 14.000000 10.000000 16.000000
2126 1063 6 2.6667 14.010000 10.010000 16.010000
2127 1064 5 -2.6667 12.000000 10.000000 18.000000
2128 1064 6 2.6667 12.010000 10.010000 18.010000
2129 1065 5 -2.6667 14.000000 8.000000 18.000000
2130 1065 6 2.6667 14.010000 8.010000 18.010000
2131 1066 1 2.0000 12.000000 8.000000 20.000000
2132 1066 2 -2.0000 12.010000 8.010000 20.010000
2133 1067 3 4.0000 14.000000 10.000000 22.000000
2134 1067 4 -4.0000 14.010000 10.010000 22.010000
2135 1068 5 -2.6667 14.000000 10.000000 20.000000
2136 1068 6 2.6667 14.010000 10.010000 20.010000
2137 1069 5 -2.6667 12.000000 10.000000 22.000000
2138 1069 6 2.6667 12.010000 10.010000 22.010000
2139 1070 5 -2.6667 14.000000 8.000000 22.000000
2140 1070 6 2.6667 14.010000 8.010000 22.010000
2141 1071 1 2.0000 12.000000 8.000000 24.000000
2142 1071 2 -2.0000 12.010000 8.010000 24.010000
2143 1072 3 4.0000 14.000000 10.000000 26.000000
2144 1072 4 -4.0000 14.010000 10.010000 26.010000
2145 1073 5 -2.6667 14.000000 10.000000 24.000000
2146 1073 6 2.6667 14.010000 10.010000 24.010000
2147 1074 5 -2.6667 12.000000 10.000000 26.000000
2148 1074 6 2.6667 12.010000 10.010000 26.010000
2149 1075 5 -2.6667 14.000000 8.000000 26.000000
2150 1075 6 2.6667 14.010000 8.010000 26.010000
2151 1076 1 2.0000 12.000000 8.000000 28.000000
2152 1076 2 -2.0000 12.010000 8.010000 28.010000
2153 1077 3 4.0000 14.000000 10.000000 30.000000
2154 1077 4 -4.0000 14.010000 10.010000 30.010000
2155 1078 5 -2.6667 14.000000 10.000000 28.000000
2156 1078 6 2.6667 14.010000 10.010000 28.010000
2157 1079 5 -2.6667 12.000000 10.000000 30.000000
2158 1079 6 2.6667 12.010000 10.010000 30.010000
2159 1080 5 -2.6667 14.000000 8.000000 30.000000
2160 1080 6 2.6667 14.010000 8.010000 30.010000
2161 1081 1 2.0000 12.000000 12.000000 0.000000
2162 1081 2 -2.0000 12.010000 12.010000 0.010000
2163 1082 3 4.0000 14.000000 14.000000 2.000000
2164 1082 4 -4.0000 14.010000 14.010000 2.010000
2165 1083 5 -2.6667 14.000000 14.000000 0.000000
2166 1083 6 2.6667 14.010000 14.010000 0.010000
2167 1084 5 -2.6667 12.000000 14.000000 2.000000
2168 1084 6 2.6667 12.010000 14.010000 2.010000
2169 1085 5 -2.6667 14.000000 12.000000 2.000000
2170 1085 6 2.6667 14.010000 12.010000 2.010000
2171 1086 1 2.0000 12.000000 12.000000 4.000000
2172 1086 2 -2.0000 12.010000 12.010000 4.010000
2173 1087 3 4.0000 14.000000 14.000000 6.000000
2174 1087 4 -4.0000 14.010000 14.010000 6.010000
2175 1088 5 -2.6667 14.000000 14.000000 4.000000
2176 1088 6 2.6667 14.010000 14.010000 4.010000
2177 1089 5 -2.6667 12.000000 14.000000 6.000000
2178 1089 6 2.6667 12.010000 14.010000 6.010000
2179 1090 5 -2.6667 14.000000 12.000000 6.000000
2180 1090 6 2.6667 14.010000 12.010000 6.010000
2181 1091 1 2.0000 12.000000 12.000000 8.000000
2182 1091 2 -2.0000 12.010000 12.010000 8.010000
2183 1092 3 4.0000 14.000000 14.000000 10.000000
2184 1092 4 -4.0000 14.010000 14.010000 10.010000
2185 1093 5 -2.6667 14.000000 14.000000 8.000000
2186 1093 6 2.6667 14.010000 14.010000 8.010000
2187 1094 5 -2.6667 12.000000 14.000000 10.000000
2188 1094 6 2.6667 12.010000 14.010000 10.010000
2189 1095 5 -2.6667 14.000000 12.000000 10.000000
2190 1095 6 2.6667 14.010000 12.010000 10.010000
2191 1096 1 2.0000 12.000000 12.000000 12.000000
2192 1096 2 -2.0000 12.010000 12.010000 12.010000
2193 1097 3 4.0000 14.000000 14.000000 14.000000
2194 1097 4 -4.0000 14.010000 14.010000 14.010000
2195 1098 5 -2.6667 14.000000 14.000000 12.000000
2196 1098 6 2.6667 14.010000 14.010000 12.010000
2197 1099 5 -2.6667 12.000000 14.000000 14.000000
2198 1099 6 2.6667 12.010000 14.010000 14.010000
2199 1100 5 -2.6667 14.000000 12.000000 14.000000
2200 1100 6 2.6667 14.010000 12.010000 14.010000
2201 1101 1 2.0000 12.000000 12.000000 16.000000
2202 1101 2 -2.0000 12.010000 12.010000 16.010000
2203 1102 3 4.0000 14.000000 14.000000 18.000000
2204 1102 4 -4.0000 14.010000 14.010000 18.010000
2205 1103 5 -2.6667 14.000000 14.000000 16.000000
2206 1103 6 2.6667 14.010000 14.010000 16.010000
2207 1104 5 -2.6667 12.000000 14.000000 18.000000
2208 1104 6 2.6667 12.010000 14.010000 18.010000
2209 1105 5 -2.6667 14.000000 12.000000 18.000000
2210 1105 6 2.6667 14.010000 12.010000 18.010000
2211 1106 1 2.0000 12.000000 12.000000 20.000000
2212 1106 2 -2.0000 12.010000 12.010000 20.010000
2213 1107 3 4.0000 14.000000 14.000000 22.000000
2214 1107 4 -4.0000 14.010000 14.010000 22.010000
2215 1108 5 -2.6667 14.000000 14.000000 20.000000
2216 1108 6 2.6667 14.010000 14.010000 20.010000
2217 1109 5 -2.6667 12.000000 14.000000 22.000000
2218 1109 6 2.6667 12.010000 14.010000 22.010000
2219 1110 5 -2.6667 14.000000 12.000000 22.000000
2220 1110 6 2.6667 14.010000 12.010000 22.010000
2221 1111 1 2.0000 12.000000 12.000000 24.000000
2222 1111 2 -2.0000 12.010000 12.010000 24.010000
2223 1112 3 4.0000 14.000000 14.000000 26.000000
2224 1112 4 -4.0000 14.010000 14.010000 26.010000
2225 1113 5 -2.6667 14.000000 14.000000 24.000000
2226 1113 6 2.6667 14.010000 14.010000 24.010000
2227 1114 5 -2.6667 12.000000 14.000000 26.000000
2228 1114 6 2.6667 12.010000 14.010000 26.010000
2229 1115 5 -2.6667 14.000000 12.000000 26.000000
2230 1115 6 2.6667 14.010000 12.010000 26.010000
2231 1116 1 2.0000 12.000000 12.000000 28.000000
2232 1116 2 -2.0000 12.010000 12.010000 28.010000
2233 1117 3 4.0000 14.000000 14.000000 30.000000
2234 1117 4 -4.0000 14.010000 14.010000 30.010000
2235 1118 5 -2.6667 14.000000 14.000000 28.000000
2236 1118 6 2.6667 14.010000 14.010000 28.010000
2237 1119 5 -2.6667 12.000000 14.000000 30.000000
2238 1119 6 2.6667 12.010000 14.010000 30.010000
2239 1120 5 -2.6667 14.000000 12.000000 30.000000
2240 1120 6 2.6667 14.010000 12.010000 30.010000
2241 1121 1 2.0000 12.000000 16.000000 0.000000
2242 1121 2 -2.0000 12.010000 16.010000 0.010000
2243 1122 3 4.0000 14.000000 18.000000 2.000000
2244 1122 4 -4.0000 14.010000 18.010000 2.010000
2245 1123 5 -2.6667 14.000000 18.000000 0.000000
2246 1123 6 2.6667 14.010000 18.010000 0.010000
2247 1124 5 -2.6667 12.000000 18.000000 2.000000
2248 1124 6 2.6667 12.010000 18.010000 2.010000
2249 1125 5 -2.6667 14.000000 16.000000 2.000000
2250 1125 6 2.6667 14.010000 16.010000 2.010000
2251 1126 1 2.0000 12.000000 16.000000 4.000000
2252 1126 2 -2.0000 12.010000 16.010000 4.010000
2253 1127 3 4.0000 14.000000 18.000000 6.000000
2254 1127 4 -4.0000 14.010000 18.010000 6.010000
2255 1128 5 -2.6667 14.000000 18.000000 4.000000
2256 1128 6 2.6667 14.010000 18.010000 4.010000
2257 1129 5 -2.6667 12.000000 18.000000 6.000000
2258 1129 6 2.6667 12.010000 18.010000 6.010000
2259 1130 5 -2.6667 14.000000 16.000000 6.000000
2260 1130 6 2.6667 14.010000 16.010000 6.010000
2261 1131 1 2.0000 12.000000 16.000000 8.000000
2262 1131 2 -2.0000 12.010000 16.010000 8.010000
2263 1132 3 4.0000 14.000000 18.000000 10.000000
2264 1132 4 -4.0000 14.010000 18.010000 10.010000
2265 1133 5 -2.6667 14.000000 18.000000 8.000000
2266 1133 6 2.6667 14.010000 18.010000 8.010000
2267 1134 5 -2.6667 12.000000 18.000000 10.000000
2268 1134 6 2.6667 12.010000 18.010000 10.010000
2269 1135 5 -2.6667 14.000000 16.000000 10.000000
2270 1135 6 2.6667 14.010000 16.010000 10.010000
2271 1136 1 2.0000 12.000000 16.000000 12.000000
2272 1136 2 -2.0000 12.010000 16.010000 12.010000
2273 1137 3 4.0000 14.000000 18.000000 14.000000
2274 1137 4 -4.0000 14.010000 18.010000 14.010000
2275 1138 5 -2.6667 14.000000 18.000000 12.000000
2276 1138 6 2.6667 14.010000 18.010000 12.010000
2277 1139 5 -2.6667 12.000000 18.000000 14.000000
2278 1139 6 2.6667 12.010000 18.010000 14.010000
2279 1140 5 -2.6667 14.000000 16.000000 14.000000
2280 1140 6 2.6667 14.010000 16.010000 14.010000
2281 1141 1 2.0000 12.000000 16.000000 16.000000
2282 1141 2 -2.0000 12.010000 16.010000 16.010000
2283 1142 3 4.0000 14.000000 18.000000 18.000000
2284 1142 4 -4.0000 14.010000 18.010000 18.010000
2285 1143 5 -2.6667 14.000000 18.000000 16.000000
2286 1143 6 2.6667 14.010000 18.010000 16.010000
2287 1144 5 -2.6667 12.000000 18.000000 18.000000
2288 1144 6 2.6667 12.010000 18.010000 18.010000
2289 1145 5 -2.6667 14.000000 16.000000 18.000000
2290 1145 6 2.6667 14.010000 16.010000 18.010000
2291 1146 1 2.0000 12.000000 16.000000 20.000000
2292 1146 2 -2.0000 12.010000 16.010000 20.010000
2293 1147 3 4.0000 14.000000 18.000000 22.000000
2294 1147 4 -4.0000 14.010000 18.010000 22.010000
2295 1148 5 -2.6667 14.000000 18.000000 20.000000
2296 1148 6 2.6667 14.010000 18.010000 20.010000
2297 1149 5 -2.6667 12.000000 18.000000 22.000000
2298 1149 6 2.6667 12.010000 18.010000 22.010000
2299 1150 5 -2.6667 14.000000 16.000000 22.000000
2300 1150 6 2.6667 14.010000 16.010000 22.010000
2301 1151 1 2.0000 12.000000 16.000000 24.000000
2302 1151 2 -2.0000 12.010000 16.010000 24.010000
2303 1152 3 4.0000 14.000000 18.000000 26.000000
2304 1152 4 -4.0000 14.010000 18.010000 26.010000
2305 1153 5 -2.6667 14.000000 18.000000 24.000000
2306 1153 6 2.6667 14.010000 18.010000 24.010000
2307 1154 5 -2.6667 12.000000 18.000000 26.000000
2308 1154 6 2.6667 12.010000 18.010000 26.010000
2309 1155 5 -2.6667 14.000000 16.000000 26.000000
2310 1155 6 2.6667 14.010000 16.010000 26.010000
2311 1156 1 2.0000 12.000000 16.000000 28.000000
2312 1156 2 -2.0000 12.010000 16.010000 28.010000
2313 1157 3 4.0000 14.000000 18.000000 30.000000
2314 1157 4 -4.0000 14.010000 18.010000 30.010000
2315 1158 5 -2.6667 14.000000 18.000000 28.000000
2316 1158 6 2.6667 14.010000 18.010000 28.010000
2317 1159 5 -2.6667 12.000000 18.000000 30.000000
2318 1159 6 2.6667 12.010000 18.010000 30.010000
2319 1160 5 -2.6667 14.000000 16.000000 30.000000
2320 1160 6 2.6667 14.010000 16.010000 30.010000
2321 1161 1 2.0000 12.000000 20.000000 0.000000
2322 1161 2 -2.0000 12.010000 20.010000 0.010000
2323 1162 3 4.0000 14.000000 22.000000 2.000000
2324 1162 4 -4.0000 14.010000 22.010000 2.010000
2325 1163 5 -2.6667 14.000000 22.000000 0.000000
2326 1163 6 2.6667 14.010000 22.010000 0.010000
2327 1164 5 -2.6667 12.000000 22.000000 2.000000
2328 1164 6 2.6667 12.010000 22.010000 2.010000
2329 1165 5 -2.6667 14.000000 20.000000 2.000000
2330 1165 6 2.6667 14.010000 20.010000 2.010000
2331 1166 1 2.0000 12.000000 20.000000 4.000000
2332 1166 2 -2.0000 12.010000 20.010000 4.010000
2333 1167 3 4.0000 14.000000 22.000000 6.000000
2334 1167 4 -4.0000 14.010000 22.010000 6.010000
