LAMMPS data file for BaTiO3 core-shell model

5120 atoms
2560 bonds
6 atom types
3 bond types

0.0 32.0000 xlo xhi
0.0 32.0000 ylo yhi
0.0 32.0000 zlo zhi

Masses

1 137.33000  # Ba_core
2 0.00001  # Ba_shell
3 47.86700  # Ti_core
4 0.00001  # Ti_shell
5 15.99900  # O_core
6 0.00001  # O_shell

Atoms # full

3005 1503 5 -2.6667 18.000000 22.000000 16.000000
3006 1503 6 2.6667 18.010000 22.010000 16.010000
3007 1504 5 -2.6667 16.000000 22.000000 18.000000
3008 1504 6 2.6667 16.010000 22.010000 18.010000
3009 1505 5 -2.6667 18.000000 20.000000 18.000000
3010 1505 6 2.6667 18.010000 20.010000 18.010000
3011 1506 1 2.0000 16.000000 20.000000 20.000000
3012 1506 2 -2.0000 16.010000 20.010000 20.010000
3013 1507 3 4.0000 18.000000 22.000000 22.000000
3014 1507 4 -4.0000 18.010000 22.010000 22.010000
3015 1508 5 -2.6667 18.000000 22.000000 20.000000
3016 1508 6 2.6667 18.010000 22.010000 20.010000
3017 1509 5 -2.6667 16.000000 22.000000 22.000000
3018 1509 6 2.6667 16.010000 22.010000 22.010000
3019 1510 5 -2.6667 18.000000 20.000000 22.000000
3020 1510 6 2.6667 18.010000 20.010000 22.010000
3021 1511 1 2.0000 16.000000 20.000000 24.000000
3022 1511 2 -2.0000 16.010000 20.010000 24.010000
3023 1512 3 4.0000 18.000000 22.000000 26.000000
3024 1512 4 -4.0000 18.010000 22.010000 26.010000
3025 1513 5 -2.6667 18.000000 22.000000 24.000000
3026 1513 6 2.6667 18.010000 22.010000 24.010000
3027 1514 5 -2.6667 16.000000 22.000000 26.000000
3028 1514 6 2.6667 16.010000 22.010000 26.010000
3029 1515 5 -2.6667 18.000000 20.000000 26.000000
3030 1515 6 2.6667 18.010000 20.010000 26.010000
3031 1516 1 2.0000 16.000000 20.000000 28.000000
3032 1516 2 -2.0000 16.010000 20.010000 28.010000
3033 1517 3 4.0000 18.000000 22.000000 30.000000
3034 1517 4 -4.0000 18.010000 22.010000 30.010000
3035 1518 5 -2.6667 18.000000 22.000000 28.000000
3036 1518 6 2.6667 18.010000 22.010000 28.010000
3037 1519 5 -2.6667 16.000000 22.000000 30.000000
3038 1519 6 2.6667 16.010000 22.010000 30.010000
3039 1520 5 -2.6667 18.000000 20.000000 30.000000
3040 1520 6 2.6667 18.010000 20.010000 30.010000
3041 1521 1 2.0000 16.000000 24.000000 0.000000
3042 1521 2 -2.0000 16.010000 24.010000 0.010000
3043 1522 3 4.0000 18.000000 26.000000 2.000000
3044 1522 4 -4.0000 18.010000 26.010000 2.010000
3045 1523 5 -2.6667 18.000000 26.000000 0.000000
3046 1523 6 2.6667 18.010000 26.010000 0.010000
3047 1524 5 -2.6667 16.000000 26.000000 2.000000
3048 1524 6 2.6667 16.010000 26.010000 2.010000
3049 1525 5 -2.6667 18.000000 24.000000 2.000000
3050 1525 6 2.6667 18.010000 24.010000 2.010000
3051 1526 1 2.0000 16.000000 24.000000 4.000000
3052 1526 2 -2.0000 16.010000 24.010000 4.010000
3053 1527 3 4.0000 18.000000 26.000000 6.000000
3054 1527 4 -4.0000 18.010000 26.010000 6.010000
3055 1528 5 -2.6667 18.000000 26.000000 4.000000
3056 1528 6 2.6667 18.010000 26.010000 4.010000
3057 1529 5 -2.6667 16.000000 26.000000 6.000000
3058 1529 6 2.6667 16.010000 26.010000 6.010000
3059 1530 5 -2.6667 18.000000 24.000000 6.000000
3060 1530 6 2.6667 18.010000 24.010000 6.010000
3061 1531 1 2.0000 16.000000 24.000000 8.000000
3062 1531 2 -2.0000 16.010000 24.010000 8.010000
3063 1532 3 4.0000 18.000000 26.000000 10.000000
3064 1532 4 -4.0000 18.010000 26.010000 10.010000
3065 1533 5 -2.6667 18.000000 26.000000 8.000000
3066 1533 6 2.6667 18.010000 26.010000 8.010000
3067 1534 5 -2.6667 16.000000 26.000000 10.000000
3068 1534 6 2.6667 16.010000 26.010000 10.010000
3069 1535 5 -2.6667 18.000000 24.000000 10.000000
3070 1535 6 2.6667 18.010000 24.010000 10.010000
3071 1536 1 2.0000 16.000000 24.000000 12.000000
3072 1536 2 -2.0000 16.010000 24.010000 12.010000
3073 1537 3 4.0000 18.000000 26.000000 14.000000
3074 1537 4 -4.0000 18.010000 26.010000 14.010000
3075 1538 5 -2.6667 18.000000 26.000000 12.000000
3076 1538 6 2.6667 18.010000 26.010000 12.010000
3077 1539 5 -2.6667 16.000000 26.000000 14.000000
3078 1539 6 2.6667 16.010000 26.010000 14.010000
3079 1540 5 -2.6667 18.000000 24.000000 14.000000
3080 1540 6 2.6667 18.010000 24.010000 14.010000
3081 1541 1 2.0000 16.000000 24.000000 16.000000
3082 1541 2 -2.0000 16.010000 24.010000 16.010000
3083 1542 3 4.0000 18.000000 26.000000 18.000000
3084 1542 4 -4.0000 18.010000 26.010000 18.010000
3085 1543 5 -2.6667 18.000000 26.000000 16.000000
3086 1543 6 2.6667 18.010000 26.010000 16.010000
3087 1544 5 -2.6667 16.000000 26.000000 18.000000
3088 1544 6 2.6667 16.010000 26.010000 18.010000
3089 1545 5 -2.6667 18.000000 24.000000 18.000000
3090 1545 6 2.6667 18.010000 24.010000 18.010000
3091 1546 1 2.0000 16.000000 24.000000 20.000000
3092 1546 2 -2.0000 16.010000 24.010000 20.010000
3093 1547 3 4.0000 18.000000 26.000000 22.000000
3094 1547 4 -4.0000 18.010000 26.010000 22.010000
3095 1548 5 -2.6667 18.000000 26.000000 20.000000
3096 1548 6 2.6667 18.010000 26.010000 20.010000
3097 1549 5 -2.6667 16.000000 26.000000 22.000000
3098 1549 6 2.6667 16.010000 26.010000 22.010000
3099 1550 5 -2.6667 18.000000 24.000000 22.000000
3100 1550 6 2.6667 18.010000 24.010000 22.010000
3101 1551 1 2.0000 16.000000 24.000000 24.000000
3102 1551 2 -2.0000 16.010000 24.010000 24.010000
3103 1552 3 4.0000 18.000000 26.000000 26.000000
3104 1552 4 -4.0000 18.010000 26.010000 26.010000
3105 1553 5 -2.6667 18.000000 26.000000 24.000000
3106 1553 6 2.6667 18.010000 26.010000 24.010000
3107 1554 5 -2.6667 16.000000 26.000000 26.000000
3108 1554 6 2.6667 16.010000 26.010000 26.010000
3109 1555 5 -2.6667 18.000000 24.000000 26.000000
3110 1555 6 2.6667 18.010000 24.010000 26.010000
3111 1556 1 2.0000 16.000000 24.000000 28.000000
3112 1556 2 -2.0000 16.010000 24.010000 28.010000
3113 1557 3 4.0000 18.000000 26.000000 30.000000
3114 1557 4 -4.0000 18.010000 26.010000 30.010000
3115 1558 5 -2.6667 18.000000 26.000000 28.000000
3116 1558 6 2.6667 18.010000 26.010000 28.010000
3117 1559 5 -2.6667 16.000000 26.000000 30.000000
3118 1559 6 2.6667 16.010000 26.010000 30.010000
3119 1560 5 -2.6667 18.000000 24.000000 30.000000
3120 1560 6 2.6667 18.010000 24.010000 30.010000
3121 1561 1 2.0000 16.000000 28.000000 0.000000
3122 1561 2 -2.0000 16.010000 28.010000 0.010000
3123 1562 3 4.0000 18.000000 30.000000 2.000000
3124 1562 4 -4.0000 18.010000 30.010000 2.010000
3125 1563 5 -2.6667 18.000000 30.000000 0.000000
3126 1563 6 2.6667 18.010000 30.010000 0.010000
3127 1564 5 -2.6667 16.000000 30.000000 2.000000
3128 1564 6 2.6667 16.010000 30.010000 2.010000
3129 1565 5 -2.6667 18.000000 28.000000 2.000000
3130 1565 6 2.6667 18.010000 28.010000 2.010000
3131 1566 1 2.0000 16.000000 28.000000 4.000000
3132 1566 2 -2.0000 16.010000 28.010000 4.010000
3133 1567 3 4.0000 18.000000 30.000000 6.000000
3134 1567 4 -4.0000 18.010000 30.010000 6.010000
3135 1568 5 -2.6667 18.000000 30.000000 4.000000
3136 1568 6 2.6667 18.010000 30.010000 4.010000
3137 1569 5 -2.6667 16.000000 30.000000 6.000000
3138 1569 6 2.6667 16.010000 30.010000 6.010000
3139 1570 5 -2.6667 18.000000 28.000000 6.000000
3140 1570 6 2.6667 18.010000 28.010000 6.010000
3141 1571 1 2.0000 16.000000 28.000000 8.000000
3142 1571 2 -2.0000 16.010000 28.010000 8.010000
3143 1572 3 4.0000 18.000000 30.000000 10.000000
3144 1572 4 -4.0000 18.010000 30.010000 10.010000
3145 1573 5 -2.6667 18.000000 30.000000 8.000000
3146 1573 6 2.6667 18.010000 30.010000 8.010000
3147 1574 5 -2.6667 16.000000 30.000000 10.000000
3148 1574 6 2.6667 16.010000 30.010000 10.010000
3149 1575 5 -2.6667 18.000000 28.000000 10.000000
3150 1575 6 2.6667 18.010000 28.010000 10.010000
3151 1576 1 2.0000 16.000000 28.000000 12.000000
3152 1576 2 -2.0000 16.010000 28.010000 12.010000
3153 1577 3 4.0000 18.000000 30.000000 14.000000
3154 1577 4 -4.0000 18.010000 30.010000 14.010000
3155 1578 5 -2.6667 18.000000 30.000000 12.000000
3156 1578 6 2.6667 18.010000 30.010000 12.010000
3157 1579 5 -2.6667 16.000000 30.000000 14.000000
3158 1579 6 2.6667 16.010000 30.010000 14.010000
3159 1580 5 -2.6667 18.000000 28.000000 14.000000
3160 1580 6 2.6667 18.010000 28.010000 14.010000
3161 1581 1 2.0000 16.000000 28.000000 16.000000
3162 1581 2 -2.0000 16.010000 28.010000 16.010000
3163 1582 3 4.0000 18.000000 30.000000 18.000000
3164 1582 4 -4.0000 18.010000 30.010000 18.010000
3165 1583 5 -2.6667 18.000000 30.000000 16.000000
3166 1583 6 2.6667 18.010000 30.010000 16.010000
3167 1584 5 -2.6667 16.000000 30.000000 18.000000
3168 1584 6 2.6667 16.010000 30.010000 18.010000
3169 1585 5 -2.6667 18.000000 28.000000 18.000000
3170 1585 6 2.6667 18.010000 28.010000 18.010000
3171 1586 1 2.0000 16.000000 28.000000 20.000000
3172 1586 2 -2.0000 16.010000 28.010000 20.010000
3173 1587 3 4.0000 18.000000 30.000000 22.000000
3174 1587 4 -4.0000 18.010000 30.010000 22.010000
3175 1588 5 -2.6667 18.000000 30.000000 20.000000
3176 1588 6 2.6667 18.010000 30.010000 20.010000
3177 1589 5 -2.6667 16.000000 30.000000 22.000000
3178 1589 6 2.6667 16.010000 30.010000 22.010000
3179 1590 5 -2.6667 18.000000 28.000000 22.000000
3180 1590 6 2.6667 18.010000 28.010000 22.010000
3181 1591 1 2.0000 16.000000 28.000000 24.000000
3182 1591 2 -2.0000 16.010000 28.010000 24.010000
3183 1592 3 4.0000 18.000000 30.000000 26.000000
3184 1592 4 -4.0000 18.010000 30.010000 26.010000
3185 1593 5 -2.6667 18.000000 30.000000 24.000000
3186 1593 6 2.6667 18.010000 30.010000 24.010000
3187 1594 5 -2.6667 16.000000 30.000000 26.000000
3188 1594 6 2.6667 16.010000 30.010000 26.010000
3189 1595 5 -2.6667 18.000000 28.000000 26.000000
3190 1595 6 2.6667 18.010000 28.010000 26.010000
3191 1596 1 2.0000 16.000000 28.000000 28.000000
3192 1596 2 -2.0000 16.010000 28.010000 28.010000
3193 1597 3 4.0000 18.000000 30.000000 30.000000
3194 1597 4 -4.0000 18.010000 30.010000 30.010000
3195 1598 5 -2.6667 18.000000 30.000000 28.000000
3196 1598 6 2.6667 18.010000 30.010000 28.010000
3197 1599 5 -2.6667 16.000000 30.000000 30.000000
3198 1599 6 2.6667 16.010000 30.010000 30.010000
3199 1600 5 -2.6667 18.000000 28.000000 30.000000
3200 1600 6 2.6667 18.010000 28.010000 30.010000
3201 1601 1 2.0000 20.000000 0.000000 0.000000
3202 1601 2 -2.0000 20.010000 0.010000 0.010000
3203 1602 3 4.0000 22.000000 2.000000 2.000000
3204 1602 4 -4.0000 22.010000 2.010000 2.010000
3205 1603 5 -2.6667 22.000000 2.000000 0.000000
3206 1603 6 2.6667 22.010000 2.010000 0.010000
3207 1604 5 -2.6667 20.000000 2.000000 2.000000
3208 1604 6 2.6667 20.010000 2.010000 2.010000
3209 1605 5 -2.6667 22.000000 0.000000 2.000000
3210 1605 6 2.6667 22.010000 0.010000 2.010000
3211 1606 1 2.0000 20.000000 0.000000 4.000000
3212 1606 2 -2.0000 20.010000 0.010000 4.010000
3213 1607 3 4.0000 22.000000 2.000000 6.000000
3214 1607 4 -4.0000 22.010000 2.010000 6.010000
3215 1608 5 -2.6667 22.000000 2.000000 4.000000
3216 1608 6 2.6667 22.010000 2.010000 4.010000
3217 1609 5 -2.6667 20.000000 2.000000 6.000000
3218 1609 6 2.6667 20.010000 2.010000 6.010000
3219 1610 5 -2.6667 22.000000 0.000000 6.000000
3220 1610 6 2.6667 22.010000 0.010000 6.010000
3221 1611 1 2.0000 20.000000 0.000000 8.000000
3222 1611 2 -2.0000 20.010000 0.010000 8.010000
3223 1612 3 4.0000 22.000000 2.000000 10.000000
3224 1612 4 -4.0000 22.010000 2.010000 10.010000
3225 1613 5 -2.6667 22.000000 2.000000 8.000000
3226 1613 6 2.6667 22.010000 2.010000 8.010000
3227 1614 5 -2.6667 20.000000 2.000000 10.000000
3228 1614 6 2.6667 20.010000 2.010000 10.010000
3229 1615 5 -2.6667 22.000000 0.000000 10.000000
3230 1615 6 2.6667 22.010000 0.010000 10.010000
3231 1616 1 2.0000 20.000000 0.000000 12.000000
3232 1616 2 -2.0000 20.010000 0.010000 12.010000
3233 1617 3 4.0000 22.000000 2.000000 14.000000
3234 1617 4 -4.0000 22.010000 2.010000 14.010000
3235 1618 5 -2.6667 22.000000 2.000000 12.000000
3236 1618 6 2.6667 22.010000 2.010000 12.010000
3237 1619 5 -2.6667 20.000000 2.000000 14.000000
3238 1619 6 2.6667 20.010000 2.010000 14.010000
3239 1620 5 -2.6667 22.000000 0.000000 14.000000
3240 1620 6 2.6667 22.010000 0.010000 14.010000
3241 1621 1 2.0000 20.000000 0.000000 16.000000
3242 1621 2 -2.0000 20.010000 0.010000 16.010000
3243 1622 3 4.0000 22.000000 2.000000 18.000000
3244 1622 4 -4.0000 22.010000 2.010000 18.010000
3245 1623 5 -2.6667 22.000000 2.000000 16.000000
3246 1623 6 2.6667 22.010000 2.010000 16.010000
3247 1624 5 -2.6667 20.000000 2.000000 18.000000
3248 1624 6 2.6667 20.010000 2.010000 18.010000
3249 1625 5 -2.6667 22.000000 0.000000 18.000000
3250 1625 6 2.6667 22.010000 0.010000 18.010000
3251 1626 1 2.0000 20.000000 0.000000 20.000000
3252 1626 2 -2.0000 20.010000 0.010000 20.010000
3253 1627 3 4.0000 22.000000 2.000000 22.000000
3254 1627 4 -4.0000 22.010000 2.010000 22.010000
3255 1628 5 -2.6667 22.000000 2.000000 20.000000
3256 1628 6 2.6667 22.010000 2.010000 20.010000
3257 1629 5 -2.6667 20.000000 2.000000 22.000000
3258 1629 6 2.6667 20.010000 2.010000 22.010000
3259 1630 5 -2.6667 22.000000 0.000000 22.000000
3260 1630 6 2.6667 22.010000 0.010000 22.010000
3261 1631 1 2.0000 20.000000 0.000000 24.000000
3262 1631 2 -2.0000 20.010000 0.010000 24.010000
3263 1632 3 4.0000 22.000000 2.000000 26.000000
3264 1632 4 -4.0000 22.010000 2.010000 26.010000
3265 1633 5 -2.6667 22.000000 2.000000 24.000000
3266 1633 6 2.6667 22.010000 2.010000 24.010000
3267 1634 5 -2.6667 20.000000 2.000000 26.000000
3268 1634 6 2.6667 20.010000 2.010000 26.010000
3269 1635 5 -2.6667 22.000000 0.000000 26.000000
3270 1635 6 2.6667 22.010000 0.010000 26.010000
3271 1636 1 2.0000 20.000000 0.000000 28.000000
3272 1636 2 -2.0000 20.010000 0.010000 28.010000
3273 1637 3 4.0000 22.000000 2.000000 30.000000
3274 1637 4 -4.0000 22.010000 2.010000 30.010000
3275 1638 5 -2.6667 22.000000 2.000000 28.000000
3276 1638 6 2.6667 22.010000 2.010000 28.010000
3277 1639 5 -2.6667 20.000000 2.000000 30.000000
3278 1639 6 2.6667 20.010000 2.010000 30.010000
3279 1640 5 -2.6667 22.000000 0.000000 30.000000
3280 1640 6 2.6667 22.010000 0.010000 30.010000
3281 1641 1 2.0000 20.000000 4.000000 0.000000
3282 1641 2 -2.0000 20.010000 4.010000 0.010000
3283 1642 3 4.0000 22.000000 6.000000 2.000000
3284 1642 4 -4.0000 22.010000 6.010000 2.010000
3285 1643 5 -2.6667 22.000000 6.000000 0.000000
3286 1643 6 2.6667 22.010000 6.010000 0.010000
3287 1644 5 -2.6667 20.000000 6.000000 2.000000
3288 1644 6 2.6667 20.010000 6.010000 2.010000
3289 1645 5 -2.6667 22.000000 4.000000 2.000000
3290 1645 6 2.6667 22.010000 4.010000 2.010000
3291 1646 1 2.0000 20.000000 4.000000 4.000000
3292 1646 2 -2.0000 20.010000 4.010000 4.010000
3293 1647 3 4.0000 22.000000 6.000000 6.000000
3294 1647 4 -4.0000 22.010000 6.010000 6.010000
3295 1648 5 -2.6667 22.000000 6.000000 4.000000
3296 1648 6 2.6667 22.010000 6.010000 4.010000
3297 1649 5 -2.6667 20.000000 6.000000 6.000000
3298 1649 6 2.6667 20.010000 6.010000 6.010000
3299 1650 5 -2.6667 22.000000 4.000000 6.000000
3300 1650 6 2.6667 22.010000 4.010000 6.010000
3301 1651 1 2.0000 20.000000 4.000000 8.000000
3302 1651 2 -2.0000 20.010000 4.010000 8.010000
3303 1652 3 4.0000 22.000000 6.000000 10.000000
3304 1652 4 -4.0000 22.010000 6.010000 10.010000
3305 1653 5 -2.6667 22.000000 6.000000 8.000000
3306 1653 6 2.6667 22.010000 6.010000 8.010000
3307 1654 5 -2.6667 20.000000 6.000000 10.000000
3308 1654 6 2.6667 20.010000 6.010000 10.010000
3309 1655 5 -2.6667 22.000000 4.000000 10.000000
3310 1655 6 2.6667 22.010000 4.010000 10.010000
3311 1656 1 2.0000 20.000000 4.000000 12.000000
3312 1656 2 -2.0000 20.010000 4.010000 12.010000
3313 1657 3 4.0000 22.000000 6.000000 14.000000
3314 1657 4 -4.0000 22.010000 6.010000 14.010000
3315 1658 5 -2.6667 22.000000 6.000000 12.000000
3316 1658 6 2.6667 22.010000 6.010000 12.010000
3317 1659 5 -2.6667 20.000000 6.000000 14.000000
3318 1659 6 2.6667 20.010000 6.010000 14.010000
3319 1660 5 -2.6667 22.000000 4.000000 14.000000
3320 1660 6 2.6667 22.010000 4.010000 14.010000
3321 1661 1 2.0000 20.000000 4.000000 16.000000
3322 1661 2 -2.0000 20.010000 4.010000 16.010000
3323 1662 3 4.0000 22.000000 6.000000 18.000000
3324 1662 4 -4.0000 22.010000 6.010000 18.010000
3325 1663 5 -2.6667 22.000000 6.000000 16.000000
3326 1663 6 2.6667 22.010000 6.010000 16.010000
3327 1664 5 -2.6667 20.000000 6.000000 18.000000
3328 1664 6 2.6667 20.010000 6.010000 18.010000
3329 1665 5 -2.6667 22.000000 4.000000 18.000000
3330 1665 6 2.6667 22.010000 4.010000 18.010000
3331 1666 1 2.0000 20.000000 4.000000 20.000000
3332 1666 2 -2.0000 20.010000 4.010000 20.010000
3333 1667 3 4.0000 22.000000 6.000000 22.000000
3334 1667 4 -4.0000 22.010000 6.010000 22.010000
3335 1668 5 -2.6667 22.000000 6.000000 20.000000
3336 1668 6 2.6667 22.010000 6.010000 20.010000
3337 1669 5 -2.6667 20.000000 6.000000 22.000000
3338 1669 6 2.6667 20.010000 6.010000 22.010000
3339 1670 5 -2.6667 22.000000 4.000000 22.000000
3340 1670 6 2.6667 22.010000 4.010000 22.010000
3341 1671 1 2.0000 20.000000 4.000000 24.000000
3342 1671 2 -2.0000 20.010000 4.010000 24.010000
3343 1672 3 4.0000 22.000000 6.000000 26.000000
3344 1672 4 -4.0000 22.010000 6.010000 26.010000
3345 1673 5 -2.6667 22.000000 6.000000 24.000000
3346 1673 6 2.6667 22.010000 6.010000 24.010000
3347 1674 5 -2.6667 20.000000 6.000000 26.000000
3348 1674 6 2.6667 20.010000 6.010000 26.010000
3349 1675 5 -2.6667 22.000000 4.000000 26.000000
3350 1675 6 2.6667 22.010000 4.010000 26.010000
3351 1676 1 2.0000 20.000000 4.000000 28.000000
3352 1676 2 -2.0000 20.010000 4.010000 28.010000
3353 1677 3 4.0000 22.000000 6.000000 30.000000
3354 1677 4 -4.0000 22.010000 6.010000 30.010000
3355 1678 5 -2.6667 22.000000 6.000000 28.000000
3356 1678 6 2.6667 22.010000 6.010000 28.010000
3357 1679 5 -2.6667 20.000000 6.000000 30.000000
3358 1679 6 2.6667 20.010000 6.010000 30.010000
3359 1680 5 -2.6667 22.000000 4.000000 30.000000
3360 1680 6 2.6667 22.010000 4.010000 30.010000
3361 1681 1 2.0000 20.000000 8.000000 0.000000
3362 1681 2 -2.0000 20.010000 8.010000 0.010000
3363 1682 3 4.0000 22.000000 10.000000 2.000000
3364 1682 4 -4.0000 22.010000 10.010000 2.010000
3365 1683 5 -2.6667 22.000000 10.000000 0.000000
3366 1683 6 2.6667 22.010000 10.010000 0.010000
3367 1684 5 -2.6667 20.000000 10.000000 2.000000
3368 1684 6 2.6667 20.010000 10.010000 2.010000
3369 1685 5 -2.6667 22.000000 8.000000 2.000000
3370 1685 6 2.6667 22.010000 8.010000 2.010000
3371 1686 1 2.0000 20.000000 8.000000 4.000000
3372 1686 2 -2.0000 20.010000 8.010000 4.010000
3373 1687 3 4.0000 22.000000 10.000000 6.000000
3374 1687 4 -4.0000 22.010000 10.010000 6.010000
3375 1688 5 -2.6667 22.000000 10.000000 4.000000
3376 1688 6 2.6667 22.010000 10.010000 4.010000
3377 1689 5 -2.6667 20.000000 10.000000 6.000000
3378 1689 6 2.6667 20.010000 10.010000 6.010000
3379 1690 5 -2.6667 22.000000 8.000000 6.000000
3380 1690 6 2.6667 22.010000 8.010000 6.010000
3381 1691 1 2.0000 20.000000 8.000000 8.000000
3382 1691 2 -2.0000 20.010000 8.010000 8.010000
3383 1692 3 4.0000 22.000000 10.000000 10.000000
3384 1692 4 -4.0000 22.010000 10.010000 10.010000
3385 1693 5 -2.6667 22.000000 10.000000 8.000000
3386 1693 6 2.6667 22.010000 10.010000 8.010000
3387 1694 5 -2.6667 20.000000 10.000000 10.000000
3388 1694 6 2.6667 20.010000 10.010000 10.010000
3389 1695 5 -2.6667 22.000000 8.000000 10.000000
3390 1695 6 2.6667 22.010000 8.010000 10.010000
3391 1696 1 2.0000 20.000000 8.000000 12.000000
3392 1696 2 -2.0000 20.010000 8.010000 12.010000
3393 1697 3 4.0000 22.000000 10.000000 14.000000
3394 1697 4 -4.0000 22.010000 10.010000 14.010000
3395 1698 5 -2.6667 22.000000 10.000000 12.000000
3396 1698 6 2.6667 22.010000 10.010000 12.010000
3397 1699 5 -2.6667 20.000000 10.000000 14.000000
3398 1699 6 2.6667 20.010000 10.010000 14.010000
3399 1700 5 -2.6667 22.000000 8.000000 14.000000
3400 1700 6 2.6667 22.010000 8.010000 14.010000
3401 1701 1 2.0000 20.000000 8.000000 16.000000
3402 1701 2 -2.0000 20.010000 8.010000 16.010000
3403 1702 3 4.0000 22.000000 10.000000 18.000000
3404 1702 4 -4.0000 22.010000 10.010000 18.010000
3405 1703 5 -2.6667 22.000000 10.000000 16.000000
3406 1703 6 2.6667 22.010000 10.010000 16.010000
3407 1704 5 -2.6667 20.000000 10.000000 18.000000
3408 1704 6 2.6667 20.010000 10.010000 18.010000
3409 1705 5 -2.6667 22.000000 8.000000 18.000000
3410 1705 6 2.6667 22.010000 8.010000 18.010000
3411 1706 1 2.0000 20.000000 8.000000 20.000000
3412 1706 2 -2.0000 20.010000 8.010000 20.010000
3413 1707 3 4.0000 22.000000 10.000000 22.000000
3414 1707 4 -4.0000 22.010000 10.010000 22.010000
3415 1708 5 -2.6667 22.000000 10.000000 20.000000
3416 1708 6 2.6667 22.010000 10.010000 20.010000
3417 1709 5 -2.6667 20.000000 10.000000 22.000000
3418 1709 6 2.6667 20.010000 10.010000 22.010000
3419 1710 5 -2.6667 22.000000 8.000000 22.000000
3420 1710 6 2.6667 22.010000 8.010000 22.010000
3421 1711 1 2.0000 20.000000 8.000000 24.000000
3422 1711 2 -2.0000 20.010000 8.010000 24.010000
3423 1712 3 4.0000 22.000000 10.000000 26.000000
3424 1712 4 -4.0000 22.010000 10.010000 26.010000
3425 1713 5 -2.6667 22.000000 10.000000 24.000000
3426 1713 6 2.6667 22.010000 10.010000 24.010000
3427 1714 5 -2.6667 20.000000 10.000000 26.000000
3428 1714 6 2.6667 20.010000 10.010000 26.010000
3429 1715 5 -2.6667 22.000000 8.000000 26.000000
3430 1715 6 2.6667 22.010000 8.010000 26.010000
3431 1716 1 2.0000 20.000000 8.000000 28.000000
3432 1716 2 -2.0000 20.010000 8.010000 28.010000
3433 1717 3 4.0000 22.000000 10.000000 30.000000
3434 1717 4 -4.0000 22.010000 10.010000 30.010000
3435 1718 5 -2.6667 22.000000 10.000000 28.000000
3436 1718 6 2.6667 22.010000 10.010000 28.010000
3437 1719 5 -2.6667 20.000000 10.000000 30.000000
3438 1719 6 2.6667 20.010000 10.010000 30.010000
3439 1720 5 -2.6667 22.000000 8.000000 30.000000
3440 1720 6 2.6667 22.010000 8.010000 30.010000
3441 1721 1 2.0000 20.000000 12.000000 0.000000
3442 1721 2 -2.0000 20.010000 12.010000 0.010000
3443 1722 3 4.0000 22.000000 14.000000 2.000000
3444 1722 4 -4.0000 22.010000 14.010000 2.010000
3445 1723 5 -2.6667 22.000000 14.000000 0.000000
3446 1723 6 2.6667 22.010000 14.010000 0.010000
3447 1724 5 -2.6667 20.000000 14.000000 2.000000
3448 1724 6 2.6667 20.010000 14.010000 2.010000
3449 1725 5 -2.6667 22.000000 12.000000 2.000000
3450 1725 6 2.6667 22.010000 12.010000 2.010000
3451 1726 1 2.0000 20.000000 12.000000 4.000000
3452 1726 2 -2.0000 20.010000 12.010000 4.010000
3453 1727 3 4.0000 22.000000 14.000000 6.000000
3454 1727 4 -4.0000 22.010000 14.010000 6.010000
3455 1728 5 -2.6667 22.000000 14.000000 4.000000
3456 1728 6 2.6667 22.010000 14.010000 4.010000
3457 1729 5 -2.6667 20.000000 14.000000 6.000000
3458 1729 6 2.6667 20.010000 14.010000 6.010000
3459 1730 5 -2.6667 22.000000 12.000000 6.000000
3460 1730 6 2.6667 22.010000 12.010000 6.010000
3461 1731 1 2.0000 20.000000 12.000000 8.000000
3462 1731 2 -2.0000 20.010000 12.010000 8.010000
3463 1732 3 4.0000 22.000000 14.000000 10.000000
3464 1732 4 -4.0000 22.010000 14.010000 10.010000
3465 1733 5 -2.6667 22.000000 14.000000 8.000000
3466 1733 6 2.6667 22.010000 14.010000 8.010000
3467 1734 5 -2.6667 20.000000 14.000000 10.000000
3468 1734 6 2.6667 20.010000 14.010000 10.010000
3469 1735 5 -2.6667 22.000000 12.000000 10.000000
3470 1735 6 2.6667 22.010000 12.010000 10.010000
3471 1736 1 2.0000 20.000000 12.000000 12.000000
3472 1736 2 -2.0000 20.010000 12.010000 12.010000
3473 1737 3 4.0000 22.000000 14.000000 14.000000
3474 1737 4 -4.0000 22.010000 14.010000 14.010000
3475 1738 5 -2.6667 22.000000 14.000000 12.000000
3476 1738 6 2.6667 22.010000 14.010000 12.010000
3477 1739 5 -2.6667 20.000000 14.000000 14.000000
3478 1739 6 2.6667 20.010000 14.010000 14.010000
3479 1740 5 -2.6667 22.000000 12.000000 14.000000
3480 1740 6 2.6667 22.010000 12.010000 14.010000
3481 1741 1 2.0000 20.000000 12.000000 16.000000
3482 1741 2 -2.0000 20.010000 12.010000 16.010000
3483 1742 3 4.0000 22.000000 14.000000 18.000000
3484 1742 4 -4.0000 22.010000 14.010000 18.010000
3485 1743 5 -2.6667 22.000000 14.000000 16.000000
3486 1743 6 2.6667 22.010000 14.010000 16.010000
3487 1744 5 -2.6667 20.000000 14.000000 18.000000
3488 1744 6 2.6667 20.010000 14.010000 18.010000
